CMMS #,Fixed Asset #,Description,Location,Owner Group,Parent,Rotating Item,Site
20582,,FUME EXTRACTOR MACHINE,EL2F25,PE3,,,SUS
20583,,FUME EXTRACTOR MACHINE,EL2F6,PE3,,,SUS
20584,,FUME EXTRACTOR MACHINE,EL2F19,PE3,,,SUS
20585,,FUME EXTRACTOR MACHINE,EL2F19,PE3,,,SUS
20586,,FUME EXTRACTOR MACHINE,PE3 LAB,PE3,,,SUS
20587,,FUME EXTRACTOR MACHINE,EL2F31,PE3,,,SUS
20588,,FUME EXTRACTOR MACHINE,EL2F25,PE3,,,SUS
20589,,FUME EXTRACTOR MACHINE,EL2F28,PE3,,,SUS
20590,,FUME EXTRACTOR MACHINE,EL2F17,PE3,,,SUS
20592,,FUME EXTRACTOR MACHINE,EL2F19,PE3,,,SUS
20593,,FUME EXTRACTOR MACHINE,EL2F28,PE3,,,SUS
20594,,FUME EXTRACTOR MACHINE,EL2F30,PE3,,,SUS
20595,0,INK JET MARKING CONTROLLER MACHINE,EL2F32,PE3,,,SUS
20596,0,INK JET MARKING HEAD 1 MACHINE,EL2F32,PE3,,,SUS
20597,0,INK JET MARKING HEAD 2 MACHINE,EL2F32,PE3,,,SUS
20871,0,NPM W2 PLACEMENT MACHINE,EL2C7,PE3,,,SUS
20872,0,BARCODE SCANNING CONVEYOR MACHINE,EL2C7,PE3,,,SUS
20873,0,SMT GLUE DISPENSER MACHINE,EL2SBO-1,PE3,,,SUS
20874,0,BARCODE SCANNING CONVEYOR  MACHINE,EL2C4,PE3,,,SUS
20875,0,NPM W2 PLACEMENT MACHINE,EL2C7,PE3,,,SUS
20876,0,LIGHTING FINAL FUNCTION MACHINE,EL2F10,PE3,,,SUS
20877,0,LIGHTING FINAL FUNCTION MACHINE,EL2F11,PE3,,,SUS
20878,0,LIGHTING FINAL FUNCTION MACHINE,EL2F12,PE3,,,SUS
20879,,3A0A LID KIT LH FINAL FIXTURE,EL2F10,PE3,,,SUS
20880,0,3A0A LID KIT LH FINAL FIXTURE,EL2F12,PE3,,,SUS
20881,0,3A0A LID KIT LH ICT FIXTURE,EL2F10,PE3,,,SUS
20882,0,3A0A LID KIT LH ICT FIXTURE,EL2F12,PE3,,,SUS
20883,0,3A0A LID KIT LH ROUTER FIXTURE,EL2F12,PE3,,,SUS
20884,0,3A0A LID KIT LH ROUTER FIXTURE,EL2F10,PE3,,,SUS
20885,0,3A0A LID KIT RH FINAL FIXTURE,EL2F10,PE3,,,SUS
20886,0,3A0A LID KIT RH FINAL FIXTURE,EL2F11,PE3,,,SUS
20887,0,3A0A LID KIT RH ICT FIXTURE,EL2F11,PE3,,,SUS
20888,0,3A0A LID KIT RH ICT FIXTURE,EL2F10,PE3,,,SUS
20889,0,3A0A LID KIT RH ROUTER FIXTURE,EL2F10,PE3,,,SUS
20890,0,3A0A LID KIT RH ROUTER FIXTURE,EL2F11,PE3,,,SUS
20893,,AGING RACK MACHINE 1,BST-50067A,PE3,,,SUS
20894,,AGING RACK MACHINE 2,BST-50067A,PE3,,,SUS
20895,,AGING RACK MACHINE 3,BST-50067A,PE3,,,SUS
21022,0,TYAA FOG CONTROL CHECKER BOX DEVICE 1,EL2F7,PE3,,,SUS
21023,0,TYAA FOG CONTROL CHECKER BOX DEVICE 2,PE3 LAB,PE3,,,SUS
21024,206131,THRA HL CONTROL CHECKER BOX DEVICE 2,EL2F8,PE3,,,SUS
21025,206131,THRA HL CONTROL CHECKER BOX DEVICE 3,EL2F8,PE3,,,SUS
21026,206131,THRA HL CONTROL CHECKER BOX DEVICE 1,EL2F8,PE3,,,SUS
21031,0,TYAA RJB CHECKER BOX DEVICE 3,EL2F31,PE3,,,SUS
21032,0,TYAA RJB CHECKER BOX DEVICE 2,PE3 LAB,PE3,,,SUS
21033,0,TYAA RJB CHECKER BOX DEVICE 1,EL2F31,PE3,,,SUS
21034,0,TGVA RC CONTROL CHECKER BOX DEVICE 3,PE3 LAB,PE3,,,SUS
21035,0,TGVA RC CONTROL CHECKER BOX DEVICE 2,EL2F32,PE3,,,SUS
21036,0,TGVA RC CONTROL CHECKER BOX DEVICE 1,EL2F32,PE3,,,SUS
21040,,ICT MACHINE,EL2F1,PE3,,,SUS
21041,,LIGHTING FINAL FUNCTION MACHINE,EL2F1,PE3,,,SUS
21042,,3A0A RC KIT LH ICT FIXTURE,EL2F3,PE3,,,SUS
21043,,3A0A RC KIT LH ROUTER FIXTURE,EL2F3,PE3,,,SUS
21044,,3A0A RC KIT LH FINAL FUNCTION FIXTURE,EL2F3,PE3,,,SUS
21045,,ICT MACHINE,EL2F0,PE3,,,SUS
21046,,LIGHTING FINAL FUNCTION MACHINE,EL2F0,PE3,,,SUS
21047,,3A0A RC KIT LH ICT FIXTURE,EL2F1,PE3,,,SUS
21048,,3A0A RC KIT LH ROUTER FIXTURE,EL2F1,PE3,,,SUS
21049,,3A0A RC KIT LH FINAL FUNCTION FIXTURE,EL2F1,PE3,,,SUS
21050,,ICT MACHINE,EL2F2,PE3,,,SUS
21051,,PCB ROUTER MACHINE,EL2F0,PE3,,,SUS
21052,,DUST COLLECTOR MACHINE,EL2F0,PE3,,,SUS
21053,,LIGHTING FINAL FUNCTION MACHINE,EL2F2,PE3,,,SUS
21054,,3A0A RC KIT RH ICT FIXTURE,EL2F25,PE3,,,SUS
21055,,3A0A RC KIT RH ROUTER FIXTURE,EL2F0,PE3,,,SUS
21056,,3A0A RC KIT RH FINAL FUNCTION FIXTURE,EL2F0,PE3,,,SUS
21057,,ICT MACHINE,EL2F3,PE3,,,SUS
21058,,PCB ROUTER MACHINE,EL2F1,PE3,,,SUS
21059,,DUST COLLECTOR MACHINE,EL2F1,PE3,,,SUS
21060,,LIGHTING FINAL FUNCTON MACHINE,EL2F3,PE3,,,SUS
21061,,3A0A RC KIT RH ICT FIXTURE,EL2F0,PE3,,,SUS
21062,,3A0A RC KIT RH ROUTER FIXTURE,EL2F2,PE3,,,SUS
21063,,3A0A RC KIT RH FINAL FUNCTION FIXTURE,EL2F2,PE3,,,SUS
21066,0,T20A HS CPU ICT ROM FIXTURE #1,PE3 LAB,PE3,,,SUS
21067,0,T20A HS CPU ICT ROM FIXTURE #2,PE3 LAB,PE3,,,SUS
21068,0,TJBA & TGVA CPU ICT ROM FIXTURE,EL2REPAIR,PE3,,,SUS
21098,0,T2AA CHM ICT (REPLACEMENT) FIXTURE,EL2F28,PE3,,,SUS
21147,0,SMT GLUE DISPENSER MACHINE,EL2C7,PE3,,,SUS
21385,211489,BARCODE SCANNING CONVEYOR MACHINE,EL2C6,PE3,,,SUS
21390,0,TYAA RCL DRIVER LID KIT SW BOX DEVICE 1,EL2F5,PE3,,,SUS
21391,0,POWER SUPPLY DEVICE 1,EL2F5,PE3,,,SUS
21392,0,MULTIMETER DEVICE 1,EL2F5,PE3,,,SUS
21393,0,TYAA RCL DRIVER LID KIT SW BOX DEVICE 2,EL2F5,PE3,,,SUS
21394,0,POWER SUPPLY DEVICE 2,EL2F5,PE3,,,SUS
21395,0,MULTIMETER DEVICE 2,EL2F5,PE3,,,SUS
21397,0,MULTIMETER DEVICE,EL2F7,PE3,,,SUS
21398,0,POWER SUPPLY DEVICE,EL2F8,PE3,,,SUS
21399,0,SCOPE DEVICE 1,EL2F8,PE3,,,SUS
21400,0,MULTIMETER DEVICE 1,EL2F8,PE3,,,SUS
21401,0,POWER SUPPLY DEVICE 2,EL2F8,PE3,,,SUS
21402,0,SCOPE DEVICE 2,EL2F8,PE3,,,SUS
21403,0,MULTIMETER DEVICE 2,EL2F8,PE3,,,SUS
21404,0,POWER SUPPLY DEVICE 3,EL2F8,PE3,,,SUS
21405,0,SCOPE DEVICE,EL2F8,PE3,,,SUS
21406,0,MULTIMETER DEVICE 3,EL2F8,PE3,,,SUS
21422,0,TJBA CPU LOAD BOX DEVICE 1,EL2F14,PE3,,,SUS
21423,0,MULTIMETER DEVICE 1,EL2F14,PE3,,,SUS
21424,0,TJBA CPU LOAD BOX DEVICE 2,EL2F14,PE3,,,SUS
21425,0,MULTIMETER DEVICE 2,EL2F14,PE3,,,SUS
21426,0,THRA REAR PANEL C HECKER BOX DEVICE 1,EL2F17,PE3,,,SUS
21427,0,THRA REAR PANEL CHECKER BOX DEVICE 2,EL2F17,PE3,,,SUS
21428,0,THRA REAR PANEL CHECKER BOX DEVICE 3,EL2F17,PE3,,,SUS
21429,0,MULTIMETER DEVICE,EL2F18,PE3,,,SUS
21430,0,POWER SUPPLY DEVICE 1,EL2F18,PE3,,,SUS
21431,0,POWER SUPPLY DEVICE 2,EL2F18,PE3,,,SUS
21432,0,HS CPU LOAD BOX DEVICE 1,EL2F19,PE3,,,SUS
21433,0,HS CPU LOAD BOX DEVICE 2,EL2F19,PE3,,,SUS
21434,0,HS CPU LOAD BOX DEVICE 3,EL2F19,PE3,,,SUS
21435,0,HS CPU LOAD BOX DEVICE 4,PE3 LAB,PE3,,,SUS
21436,0,HS CPU LOAD BOX DEVICE 1,EL2F25,PE3,,,SUS
21437,0,HS CPU LOAD BOX DEVICE 2,EL2F25,PE3,,,SUS
21438,0,HS CPU LOAD BOX DEVICE 3,EL2F25,PE3,,,SUS
21454,0,NPM W2 PLACEMENT MACHINE,EL2C9,PE3,,,SUS
21455,0,NPM W2 PLACEMENT MACHINE,EL2C10,PE3,,,SUS
21472,0,FINAL POWER SUPPLY DEVICE 1,EL2F30,PE3,,,SUS
21473,0,TYAA RJB SW BOX DEVICE 1,EL2F31,PE3,,,SUS
21474,0,POWER SUPPLY DEVICE 1,EL2F31,PE3,,,SUS
21475,0,MULTIMETER DEVICE 1,EL2F31,PE3,,,SUS
21476,0,TYAA RJB SW BOX DEVICE 2,EL2F31,PE3,,,SUS
21477,0,POWER SUPPLY DEVICE 2,EL2F31,PE3,,,SUS
21478,0,MULTIMETER DEVICE 2,EL2F31,PE3,,,SUS
21479,0,TGVA RC CONTROL SW BOX DEVICE 1,EL2F32,PE3,,,SUS
21480,0,TGVA RC CONTROL SW BOX DEVICE 2,EL2F32,PE3,,,SUS
21481,0,POWER SUPPLY DEVICE 1,EL2F32,PE3,,,SUS
21482,0,MULTIMETER DEVICE 1,EL2F32,PE3,,,SUS
21483,0,POWER SUPPLY DEVICE 2,EL2F32,PE3,,,SUS
21484,0,MULTIMETER DEVICE 2,EL2F32,PE3,,,SUS
21485,0,MULTIMETER DEVICE 1,EL2F33,PE3,,,SUS
21486,0,POWER SUPPLY DEVICE 1,EL2F33,PE3,,,SUS
21487,0,POWER SUPPLY DEVICE 2,EL2F33,PE3,,,SUS
21488,,MULTIMETER DEVICE 1,EL2F34,PE3,,,SUS
21489,,POWER SUPPLY DEVICE 1,EL2F34,PE3,,,SUS
21490,,POWER SUPPLY DEVICE 2,EL2F34,PE3,,,SUS
21491,,POWER SUPPLY DEVICE 3,EL2F34,PE3,,,SUS
21492,,TJBA CPU LOAD BOX DEVICE 3,EL2-QC,PE3,,,SUS
21493,,MULTIMETER DEVICE,EL2-QC,PE3,,,SUS
21494,,LCR DEVICE,EL2C11,PE3,,,SUS
21495,,POWER SUPPLY 1 DEVICE,EL2C11,PE3,,,SUS
21496,,POWER SUPPLY 2 DEVICE,EL2C11,PE3,,,SUS
21497,,POWER SUPPLY 3 DEVICE,EL2C11,PE3,,,SUS
21498,,POWER SUPPLY 4 DEVICE,EL2C11,PE3,,,SUS
21499,,MULTIMETER 1 DEVICE,EL2C11,PE3,,,SUS
21500,,MULTIMETER 2 DEVICE,EL2C11,PE3,,,SUS
21501,,POWER SUPPLY 1 DEVICE,EL2C11,PE3,,,SUS
21502,,POWER SUPPLY 2 DEVICE,EL2C11,PE3,,,SUS
21503,,POWER SUPPLY 3 DEVICE,EL2C11,PE3,,,SUS
21504,0,FUME EXTRACTOR MACHINE,PE3 LAB,PE3,,,SUS
21505,0,2 FAN IONIZER MACHINE,EL2F31,PE3,,,SUS
21530,,POWER SUPPLY DEVICE 2,EL2F11,PE3,,,SUS
21531,,POWER SUPPLY DEVICE 2,EL2F1,PE3,,,SUS
21532,,POWER SUPPLY DEVICE 1,EL2F0,PE3,,,SUS
21547,,POWER SUPPLY DEVICE 1,EL2F11,PE3,,,SUS
21548,,POWER SUPPLY DEVICE 1,EL2F1,PE3,,,SUS
21549,,POWER SUPPLY DEVICE 2,EL2F0,PE3,,,SUS
22081,NA,30AA HL SM FINAL FUNCTION FIXTURE,EL2F27,PE3,,,SUS
22086,NA,TGVX CPU FINAL FUNCTION FIXTURE,EL2F14,PE3,,,SUS
22087,N/A,30AA HL DRL-PO-FT FINAL FUNCTION LH FIXTURE,EL2C11,PE3,,,SUS
22088,N/A,30AA HL DRL-PO-FT FINAL FUNCTION RH FIXTURE,EL2C11,PE3,,,SUS
22162,,POWER SUPPLY DEVICE 2,EL2F12,PE3,,,SUS
22163,,POWER SUPPLY DEVICE 1,EL2F12,PE3,,,SUS
22164,,POWER SUPPLY DEVICE 2,EL2F10,PE3,,,SUS
22165,,POWER SUPPLY DEVICE 1,EL2F10,PE3,,,SUS
22166,,POWER SUPPLY DEVICE 2,EL2F3,PE3,,,SUS
22167,,POWER SUPPLY DEVICE 1,EL2F3,PE3,,,SUS
22168,,POWER SUPPLY DEVICE 2,EL2F2,PE3,,,SUS
22169,,POWER SUPPLY DEVICE 1,EL2F2,PE3,,,SUS
22203,N/A,T20A HS CPU ICT ROM FIXTURE #1,EL2F25,PE3,,,SUS
22204,N/A,T20A HS CPU ICT ROM FIXTURE #1,EL2F25,PE3,,,SUS
22205,N/A,3A0A HS CPU ICT ROM FIXTURE #2,EL2F19,PE3,,,SUS
22206,N/A,TYAA FOG CONTROL ICT FIXTURE #1,EL2F7,PE3,,,SUS
22207,N/A,T43A LID KIT RH ICT FIXTURE,EL2F29,PE3,,,SUS
22208,N/A,T43A LID KIT LH ROUTER FIXTURE,EL2F29,PE3,,,SUS
22209,N/A,T43A LID KIT RH ROUTER FIXTURE,EL2F29,PE3,,,SUS
22210,N/A,T43A LID KIT LH FINAL FUNCTION FIXTURE,EL2F29,PE3,,,SUS
22211,N/A,T43A LID KIT RH FINAL FUNCTION FIXTURE,EL2F29,PE3,,,SUS
22212,N/A,T20A LID LH ICT FIXTURE,EL2F29,PE3,,,SUS
22213,N/A,T20A LID RH ICT FIXTURE,EL2F29,PE3,,,SUS
22214,N/A,T20A  LID LH ROUTER FIXTURE,EL2F29,PE3,,,SUS
22215,N/A,T20A LID RH ROUTER FIXTURE,EL2F29,PE3,,,SUS
22216,N/A,T20A LID LH/RH FINAL FUNCTION FIXTURE,EL2F29,PE3,,,SUS
22217,N/A,LIGHTING FINAL FUNCTION MACHINE,EL2F29,PE3,,,SUS
22218,N/A,SEALANT MACHINE,EL2F5,PE3,,,SUS
22221,N/A,LINE UNLOADER MACHINE,EL2C5,PE3,,,SUS
22222,N/A,PE3 BARCODE SCANNING CONVEYOR MACHINE,EL2C2,PE3,,,SUS
22227,N/A,T2AA CHM SOLDER PALLET FIXTURE 1,EL2F28,PE3,,,SUS
22228,N/A,T2AA CHM SOLDER PALLET FIXTURE 2,EL2F28,PE3,,,SUS
22229,N/A,T2AA CHM SOLDER PALLET FIXTURE 3,EL2F28,PE3,,,SUS
22230,N/A,T2AA CHM SOLER PALLET FIXTURE 4,EL2F28,PE3,,,SUS
22231,N/A,PCB ROUTER MACHINE,EL2C11,PE3,,,SUS
22232,N/A,T43A LID KIT LH ICT FIXTURE,EL2F29,PE3,,,SUS
22233,N/A,3A0A HL TURN DRL KIT LH ROUTER FIXTURE,EL2F13,PE3,,,SUS
22234,N/A,3A0A HL TURN DRL KIT RH ROUTER FIXTURE,EL2F15,PE3,,,SUS
22235,N/A,35Q TO 34XJ ROUTER ADAPTER FIXTURE #1,EL2F13,PE3,,,SUS
22236,N/A,35Q TO 34XJ ROUTER ADAPTER FIXTURE #2,EL2F15,PE3,,,SUS
22237,N/A,LIGHTING FINAL FUNCTION MACHINE 1,EL2F13,PE3,,,SUS
22238,N/A,LIGHTING FINAL FUNCTION MACHINE 2,EL2F15,PE3,,,SUS
22239,N/A,3A0A HL TURN DRL LH FINAL FUNCTION FIXTURE,EL2F13,PE3,,,SUS
22240,N/A,3A0A HL TURN DRL RH FINAL FUNCTION FIXTURE,EL2F15,PE3,,,SUS
22241,212849,ICT MACHINE,EL2F7,PE3,,,SUS
22242,N/A,TGVX CPU ROUTER VACUUM FIXTURE,EL2F14,PE3,,,SUS
22243,N/A,TGVX CPU 23NJ ROUTER FIXTURE,PE3 LAB,PE3,,,SUS
22244,N/A,TGVX CPU OFFLINE ICT FIXTURE,PE3 LAB,PE3,,,SUS
22255,N/A,SOLDER IRON TESTER DEVICE,EL2-MAINT,PE3,,,SUS
22256,N/A,PARTICLE COUNTER DEVICE,PE3 LAB,PE3,,,SUS
22257,N/A,PARTICLE COUNTER DEVICE,PE3 LAB,PE3,,,SUS
22258,N/A,PCB ROUTER MACHINE,EL2F28,PE3,,,SUS
22259,N/A,DUST COLLECTOR MACHINE,EL2F28,PE3,,,SUS
22260,N/A,PCB ROUTER MACHINE,EL2F7,PE3,,,SUS
22261,N/A,DUST COLLECTOR MACHINE,EL2F7,PE3,,,SUS
22288,N/A,3A0A HL SM LH ROUTER FIXTURE,EL2F26,PE3,,,SUS
22289,N/A,3A0A HL SM RH ROUTER FIXTURE,EL2F26,PE3,,,SUS
22290,N/A,3A0A HL SM LH FINAL FUNCTION FIXTURE,EL2F26,PE3,,,SUS
22291,N/A,3A0A HL SM RH FINAL FUNCTION FIXTURE,EL2F26,PE3,,,SUS
22348,N/A,POWER SUPPLY DEVICE 1,EL2F26,PE3,,,SUS
22349,N/A,POWER SUPPLY DEVICE 2,EL2F26,PE3,,,SUS
22350,N/A,POWER SUPPLY  DEVICE 3,EL2F26,PE3,,,SUS
22351,N/A,POWER SUPPLY DEVICE 4,EL2F26,PE3,,,SUS
23000,212758,LASER MARK MACHINE,EL2C7,PE3,,,SUS
23016,212746,PCB ROUTER MACHINE,EL2F13,PE3,,,SUS
23017,212747,PCB ROUTER MACHINE,EL2F15,PE3,,,SUS
23018,212748,DUST COLLECTOR MACHINE,EL2F13,PE3,,,SUS
23019,212749,DUST COLLECTOR MACHINE,EL2F15,PE3,,,SUS
23020,N/A,KEYSIGHT DIGITAL MULTIMETER DEVICE,EL2F26,PE3,,,SUS
23021,N/A,POWER SUPPLY DEVICE 1,EL2F13,PE3,,,SUS
23022,N/A,POWER SUPPLY DEVICE 2,EL2F13,PE3,,,SUS
23023,N/A,POWER SUPPLY DEVICE 1,EL2F15,PE3,,,SUS
23024,N/A,POWER SUPPLY DEVICE 2,EL2F15,PE3,,,SUS
23025,N/A,LCR METER 1 DEVICE,EL2F13,PE3,,,SUS
23026,N/A,LCR METER 2 DEVICE,EL2F13,PE3,,,SUS
23027,N/A,LCR METER 1 DEVICE,EL2F15,PE3,,,SUS
23028,N/A,LCR METER 2 DEVICE,EL2F15,PE3,,,SUS
23031,212848,BARE BOARD CLEANER MACHINE,EL2C2,PE3,,,SUS
23032,212759,SOLDER PASTE INSPECTION MACHINE,EL2C6,PE3,,,SUS
23033,N/A,BARE BOARD CLEANER MACHINE,EL2C11,PE3,,,SUS
23034,N/A,DESTACKER CONVEYOR MACHINE,PE3 LAB,PE3,,,SUS
23035,N/A,LINE UNLOADER CONVEYOR MACHINE,PE3 LAB,PE3,,,SUS
23036,N/A,TGVX/TJBT FINAL FUNCTION FIXTURE,EL2F14,PE3,,,SUS
23050,N/A,TGVX ROUTER CUTTING FIXTURE,PE3 LAB,PE3,,,SUS
23143,N/A,TGVX/TJBT ICT FIXTURE,EL2F14,PE3,,,SUS
23148,N/A,3A0A HL LO-HI-LO MCB LASER SCAN FIXTURE,EL2C15,PE3,,,SUS
23149,N/A,3A0A HL LO-HI-LO MCB LASER SCAN FIXTURE,EL2C14,PE3,,,SUS
23150,N/A,3A0A HL LO-HI-LO MCB LASER SCAN FIXTURE,EL2C13,PE3,,,SUS
23178,N/A,30AA R/C RPL ICT FIXTURE,EL2F50,PE3,,,SUS
23179,N/A,660B LID/RPL ICT FIXTURE,EL2F50,PE3,,,SUS
23180,N/A,INLINE ICT MACHINE,EL2F50,PE3,,,SUS
23181,N/A,ROUTER & TRAY PACKING MACHINE,EL2F50,PE3,,,SUS
23182,N/A,BUFFER CURE,PE3 LAB,PE3,,,SUS
23183,N/A,LINE LOADER MACHINE,EL2F50,PE3,,,SUS
23184,N/A,500MM LINK CONVEYOR MACHINE,EL2F50,PE3,,,SUS
23185,N/A,30AA RPL TAIL/BACK LH SOLDER ROBOT FIXTURE 1,EL2F43,PE3,,,SUS
23186,N/A,30AA RPL TAIL/BACK LH SOLDER ROBOT FIXTURE 2,EL2F43,PE3,,,SUS
23187,N/A,SOLDER ROBOT MACHINE,EL2F43,PE3,,,SUS
23188,N/A,30AA RPL TAIL/BACK LH ROUTER FIXTURE,EL2F43,PE3,,,SUS
23189,N/A,PCB ROUTER MACHINE,EL2F43,PE3,,,SUS
23190,N/A,30AA RPL TAIL/BACK LH FINAL FUNCTION,EL2F43,PE3,,,SUS
23191,N/A,30AA RPL TAIL/BACK RH SOLDER ROBOT FIXTURE 1,EL2F39,PE3,,,SUS
23192,N/A,30AA RPL TAIL/BACK RH SOLDER ROBOT FIXTURE 2,EL2F39,PE3,,,SUS
23193,N/A,SOLDER ROBOT MACHINE,EL2F39,PE3,,,SUS
23194,N/A,30AA RPL TAIL/BACK RH ROUTER FIXTURE,EL2F39,PE3,,,SUS
23195,N/A,PCB ROUTER MACHINE,EL2F39,PE3,,,SUS
23196,N/A,30AA RPL TAIL/BACK RH FINAL FUNCTION,EL2F39,PE3,,,SUS
23197,N/A,660B LID SCREW MACHINE,EL2F22,PE3,,,SUS
23198,N/A,660B LID MID-TESTER MACHINE,EL2F22,PE3,,,SUS
23199,N/A,660B LID INSPECTION STATION MACHINE,EL2F22,PE3,,,SUS
23200,N/A,660B LID FINAL FUNCTION MACHINE,EL2F22,PE3,,,SUS
23201,N/A,660B RC SCREW MACHINE,EL2F23,PE3,,,SUS
23202,N/A,660B RC MID-TESTER MACHINE,EL2F23,PE3,,,SUS
23203,N/A,660B RC INSPECTION STATION MACHINE,EL2F23,PE3,,,SUS
23204,N/A,660B RC FINAL FUNCTION MACHINE,EL2F23,PE3,,,SUS
23205,N/A,30AA RC TURN SCREW MACHINE FIXTURE,EL2F21,PE3,,,SUS
23206,N/A,30AA RC/RPL TURN SCREW MACHINE,EL2F21,PE3,,,SUS
23207,N/A,30AA RC/RPL TURN MID-TESTER MACHINE,EL2F21,PE3,,,SUS
23208,N/A,30AA RC/RPL TURN INSPECTION STATION MACHINE,EL2F21,PE3,,,SUS
23209,N/A,30AA RC/RPL TURN FINAL FUNTION MACHINE,EL2F21,PE3,,,SUS
23210,N/A,30AA RC TURN SCREW MACHINE FIXTURE,EL2F20,PE3,,,SUS
23211,N/A,30AA RC/RPL TURN SCREW MACHINE,EL2F20,PE3,,,SUS
23212,N/A,30AA RC/RPL TURN MID-TESTER MACHINE,EL2F20,PE3,,,SUS
23213,N/A,30AA RC/RPL TURN INSPECTION STATION MACHINE,EL2F20,PE3,,,SUS
23214,N/A,30AA RC /RPL TURN FINAL FUNCTION MACHINE,EL2F20,PE3,,,SUS
23217,N/A,30AA RC TAIL FINAL FUNCTION FIXTURE,EL2F35A,PE3,,,SUS
23218,N/A,PCB ROUTER MACHINE,EL2F35A,PE3,,,SUS
23219,N/A,30AA RC TAIL KIT LH ROUTER FIXTURE,EL2F35B,PE3,,,SUS
23220,N/A,30AA RC TAIL KIT RH FINAL FUNCTION FIXTURE,EL2F35B,PE3,,,SUS
23221,N/A,PCB ROUTER MACHINE,EL2F35B,PE3,,,SUS
23222,N/A,30AA RC TAIL KIT RH ROUTER FIXTURE,EL2F35B,PE3,,,SUS
23224,,LASER MARK MACHINE,EL2C13,PE3,,,SUS
23225,,MAGAZINE BUFFER CONVEYOR MACHINE,EL2C17,PE3,,,SUS
23226,,MOUNTER / PLACEMENT MACHINE,EL2C13,PE3,,,SUS
23227,,OMRON AOI MACHINE,EL2C13,PE3,,,SUS
23228,,PASSAGEWAY CONVEYOR MACHINE,EL2C17,PE3,,,SUS
23230,,REFLOW OVEN MACHINE,EL2C13,PE3,,,SUS
23231,,SCREEN PRINTER MACHINE,EL2C13,PE3,,,SUS
23232,,SMT PALLET LOAD CELL MACHINE,EL2C13,PE3,,,SUS
23233,,SOLDER PASTE INSPECTION MACHINE,EL2C13,PE3,,,SUS
23234,,1000MM WORK CONVEYOR MACHINE,EL2F50,PE3,,,SUS
23235,,500MM WORK CONVEYOR MACHINE,EL2F50,PE3,,,SUS
23236,,500MM WORK CONVEYOR MACHINE,EL2C13,PE3,,,SUS
23237,,BARCODE SCANNING CONVEYOR MACHINE,EL2C13,PE3,,,SUS
23238,,BOARD CLEANER MACHINE,EL2C13,PE3,,,SUS
23239,,FUME EXTRACTOR MACHINE,EL2C13,PE3,,,SUS
23241,,500MM WORK CONVEYOR MACHINE,EL2C13,PE3,,,SUS
23242,,COOLING BUFFER CONVEYOR MACHINE,PE3 LAB,PE3,,,SUS
23243,,FINAL FUNCTION MACHINE,EL2C13,PE3,,,SUS
23244,,BARCODE SCANNING CONVEYOR MACHINE,EL2C14,PE3,,,SUS
23245,,BOARD CLEANER MACHINE,EL2C14,PE3,,,SUS
23246,,FUME EXTRACTOR MACHINE,EL2C14,PE3,,,SUS
23247,,BOTTOM SIDE LASER MARK MACHINE,EL2C14,PE3,,,SUS
23248,,BOARD CLEANER MACHINE,EL2C17,PE3,,,SUS
23249,,LIGHTING FINAL FUNCTION MACHINE,EL2C14,PE3,,,SUS
23250,,LASER MARK MACHINE,EL2C14,PE3,,,SUS
23251,,MAGAZINE BUFFER CONVEYOR MACHINE,EL2C18,PE3,,,SUS
23252,,MOUNTER/PLACEMENT MACHINE,EL2C14,PE3,,,SUS
23253,,OMRON AOI MACHINE,EL2C14,PE3,,,SUS
23254,,PASSAGEWAY CONVEYOR MACHINE,EL2C16,PE3,,,SUS
23255,,BOTTOM LASER FUME EXTRACTOR MACHINE,EL2C14,PE3,,,SUS
23256,,REFLOW OVEN MACHINE,EL2C14,PE3,,,SUS
23257,,SCREEN PRINTER MACHINE,EL2C14,PE3,,,SUS
23258,,SMT PALLET LOADER ROBOT MACHINE,EL2C14,PE3,,,SUS
23259,,SOLDER PASTE INSPECTION MACHINE,EL2C14,PE3,,,SUS
23260,,1000MM WORK CONVEYOR MACHINE,EL2C13,PE3,,,SUS
23261,,1000MM WORK CONVEYOR MACHINE,EL2C14,PE3,,,SUS
23262,,1000MM WORK CONVEYOR MACHINE,PE3 LAB,PE3,,,SUS
23263,,500MM WORK CONVEYOR MACHINE,PE3 LAB,PE3,,,SUS
23264,,BAR CODE READER CONVEYOR MACHINE,EL2C15,PE3,,,SUS
23265,,FUME EXTRACTOR MACHINE,EL2C15,PE3,,,SUS
23266,,BOTTOM SIDE LASER MARK MACHINE,EL2C15,PE3,,,SUS
23267,,COOLING BUFFER MACHINE,EL2F50,PE3,,,SUS
23268,,LIGHTING FINAL FUNCTION MACHINE,EL2C15,PE3,,,SUS
23269,,LASER MARK MACHINE,EL2C15,PE3,,,SUS
23270,,MAGAZINE BUFFER CONVEYOR MACHINE,EL2C19,PE3,,,SUS
23271,,MOUNTER/PLACEMENT MACHINE,EL2C15,PE3,,,SUS
23272,,OMRON AOI MACHINE,EL2C15,PE3,,,SUS
23273,,PASSAGEWAY CONVEYOR MACHINE,PE3 LAB,PE3,,,SUS
23274,,BOTTOM LASER FUME EXTRACTOR MACHINE,EL2C15,PE3,,,SUS
23275,,REFLOW OVEN MACHINE,EL2C15,PE3,,,SUS
23276,,SCREEN PRINTER MACHINE,EL2C15,PE3,,,SUS
